name,season,advancement,rarity,rank,grade,foil
"Hannibal","ARKHANTE","STANDARD","RARE","1","","false"
"Hannibal","ARKHANTE","ALTERNATIVE","RARE","5","C","false"
"Hannibal","ARKHANTE","STANDARD","RARE","1","","true"
"Hannibal","ARKHANTE","ALTERNATIVE","RARE","5","B","false"
"Hannibal","ARKHANTE","STANDARD","RARE","5","","true"
"Hannibal","ARKHANTE","STANDARD","RARE","4","","false"
"Hannibal","ARKHANTE","ALTERNATIVE","RARE","5","S","false"
"Hannibal","ARKHANTE","ALTERNATIVE","RARE","5","A","false"
"Hannibal","ARKHANTE","STANDARD","RARE","2","","false"
"Hannibal","ARKHANTE","ALTERNATIVE","RARE","5","B","true"
"Hannibal & Honora","ARKHANTE","COMBO","SPECIAL_RARE","5","C","false"
"Hannibal & Honora","ARKHANTE","COMBO","SPECIAL_RARE","5","B","true"
"Hannibal & Honora","ARKHANTE","COMBO","SPECIAL_RARE","5","A","false"
"Hannibal & Honora","ARKHANTE","COMBO","SPECIAL_RARE","5","C","true"
"Hannibal & Honora","ARKHANTE","COMBO","SPECIAL_RARE","5","B","false"
"Hannibal & Honora","ARKHANTE","COMBO","SPECIAL_RARE","5","S","false"
"Hannibal & Honora","ARKHANTE","COMBO","SPECIAL_RARE","5","S","true"
"Hannibal & Honora","ARKHANTE","COMBO","SPECIAL_RARE","5","A","true"
"Hanzo","ARKHANTE","STANDARD","UNCOMMON","5","","false"
"Hanzo","ARKHANTE","STANDARD","UNCOMMON","5","","true"
"Hanzo","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","false"
"Hanzo","ARKHANTE","STANDARD","EXCLUSIVE","3","","false"
"Hanzo","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","false"
"Hanzo","ARKHANTE","STANDARD","EXCLUSIVE","4","","false"
"Hanzo","ARKHANTE","STANDARD","UNCOMMON","1","","false"
"Hanzo","ARKHANTE","STANDARD","EXCLUSIVE","2","","false"
"Hanzo","ARKHANTE","STANDARD","EXCLUSIVE","5","","true"
"Hanzo","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Hanzo","ARKHANTE","STANDARD","EXCLUSIVE","2","","true"
"Hanzo","ARKHANTE","STANDARD","UNCOMMON","1","","true"
"Hanzo","ARKHANTE","STANDARD","EXCLUSIVE","1","","true"
"Hanzo","ARKHANTE","STANDARD","EXCLUSIVE","5","","false"
"Hanzo","ARKHANTE","ALTERNATIVE","UNCOMMON","5","A","false"
"Hanzo","ARKHANTE","STANDARD","UNCOMMON","2","","false"
"Hanzo","ARKHANTE","STANDARD","EXCLUSIVE","1","","false"
"Hanzo","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","true"
"Hanzo","ARKHANTE","ALTERNATIVE","UNCOMMON","5","S","false"
"Hanzo","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","S","false"
"Hanzo","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Hanzo","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","true"
"Hanzo & Ronan","","","","","B","false"
"Hanzo & Ronan","","","","","B","true"
"Hanzo & ValRed","ARKHANTE","COMBO","RARE","5","S","false"
"Hanzo & ValRed","ARKHANTE","COMBO","RARE","5","C","false"
"Hanzo & ValRed","ARKHANTE","COMBO","RARE","5","A","false"
"Hanzo & ValRed","ARKHANTE","COMBO","RARE","5","B","false"
"Harpy","ARKHANTE","STANDARD","UNCOMMON","5","","false"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","1","","false"
"Harpy","ARKHANTE","STANDARD","UNCOMMON","1","","true"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","4","","false"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","3","","false"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","5","","false"
"Harpy","ARKHANTE","STANDARD","UNCOMMON","5","","true"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","2","","false"
"Harpy","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","false"
"Harpy","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Harpy","ARKHANTE","STANDARD","UNCOMMON","1","","false"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","5","","true"
"Harpy","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Harpy","ARKHANTE","ALTERNATIVE","UNCOMMON","5","A","false"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","2","","true"
"Harpy","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","true"
"Harpy","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","A","false"
"Harpy","ARKHANTE","ALTERNATIVE","UNCOMMON","5","S","false"
"Harpy","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","true"
"Harpy","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","false"
"Harpy","ARKHANTE","STANDARD","UNCOMMON","4","","false"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","3","","true"
"Harpy","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","S","false"
"Harpy","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","A","true"
"Harpy","ARKHANTE","STANDARD","EXCLUSIVE","1","","true"
"Harpy & Nephesh","","","","","C","true"
"Harpy & Nephesh","","","","","C","false"
"Harpy & Nephesh","N/A","N/A","N/A","N/A","C","false"
"Harpy Exclusive Card Shard","","","","","","false"
"Hassan","MANTRIS","ALTERNATIVE","MYTHIC","5","C","true"
"Hassan","MANTRIS","ALTERNATIVE","MYTHIC","5","B","false"
"Hassan","MANTRIS","ALTERNATIVE","MYTHIC","5","C","false"
"Hassan","MANTRIS","ALTERNATIVE","MYTHIC","5","B","true"
"Hassan","MANTRIS","STANDARD","MYTHIC","1","","false"
"Hassan","MANTRIS","STANDARD","MYTHIC","5","","false"
"Hassan","MANTRIS","ALTERNATIVE","MYTHIC","5","S","false"
"Hassan","MANTRIS","ALTERNATIVE","MYTHIC","5","A","false"
"Hassan","MANTRIS","STANDARD","MYTHIC","1","","true"
"Hassan & Nyopé","MANTRIS","COMBO","MYTHIC","5","A","false"
"Hassan & Nyopé","MANTRIS","COMBO","MYTHIC","5","C","false"
"Hassan & Nyopé","MANTRIS","COMBO","MYTHIC","5","B","false"
"Hassan & Nyopé","MANTRIS","COMBO","MYTHIC","5","C","true"
"Hassan & Nyopé","MANTRIS","COMBO","MYTHIC","5","B","true"
"Hassan & Nyopé","MANTRIS","COMBO","MYTHIC","5","A","true"
"Hassan & Nyopé","MANTRIS","COMBO","MYTHIC","5","S","false"
"Helen Dashwood","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Helen Dashwood","ARKHANTE","STANDARD","SPECIAL_RARE","1","","false"
"Heyla","MANTRIS","STANDARD","UNCOMMON","1","","false"
"Heyla","MANTRIS","STANDARD","UNCOMMON","5","","false"
"Heyla","MANTRIS","STANDARD","UNCOMMON","1","","true"
"Heyla","MANTRIS","ALTERNATIVE","UNCOMMON","5","A","false"
"Heyla","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","false"
"Heyla","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","false"
"Heyla","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","true"
"Hilde","MANTRIS","STANDARD","RARE","1","","true"
"Hilde","MANTRIS","ALTERNATIVE","RARE","5","C","false"
"Hilde","MANTRIS","STANDARD","RARE","1","","false"
"Hilde","MANTRIS","ALTERNATIVE","RARE","5","B","true"
"Hilde","MANTRIS","STANDARD","RARE","5","","false"
"Hilde","MANTRIS","ALTERNATIVE","RARE","5","S","false"
"Hilde","MANTRIS","ALTERNATIVE","RARE","5","B","false"
"Hilde","MANTRIS","ALTERNATIVE","RARE","5","C","true"
"Hilde","MANTRIS","STANDARD","RARE","5","","true"
"Hilde","MANTRIS","ALTERNATIVE","RARE","5","A","false"
"Homoglobin","RIFT","STANDARD","ULTRA_RARE","1","","false"
"Homoglobin","RIFT","ALTERNATIVE","ULTRA_RARE","5","B","false"
"Homoglobin","RIFT","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Honora","ARKHANTE","STANDARD","UNCOMMON","5","","false"
"Honora","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","false"
"Honora","ARKHANTE","STANDARD","UNCOMMON","1","","true"
"Honora","ARKHANTE","STANDARD","UNCOMMON","5","","true"
"Honora","ARKHANTE","STANDARD","UNCOMMON","1","","false"
"Honora","ARKHANTE","ALTERNATIVE","UNCOMMON","5","A","false"
"Honora","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","false"
"Honora","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","true"
"Honora","ARKHANTE","STANDARD","UNCOMMON","4","","false"
"Honora","ARKHANTE","STANDARD","UNCOMMON","4","","true"
"Honora","ARKHANTE","ALTERNATIVE","UNCOMMON","5","S","false"
"Horatio Carlin","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Horatio Carlin","ARKHANTE","STANDARD","SPECIAL_RARE","1","","false"
"Hydra","ARKHANTE","STANDARD","UNCOMMON","5","","false"
"Hydra","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","false"
"Hydra","ARKHANTE","STANDARD","UNCOMMON","1","","true"
"Hydra","ARKHANTE","STANDARD","UNCOMMON","4","","false"
"Hydra","ARKHANTE","STANDARD","UNCOMMON","5","","true"
"Hydra","ARKHANTE","STANDARD","UNCOMMON","1","","false"
"Hydra","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","false"
"Hydra","ARKHANTE","STANDARD","UNCOMMON","2","","false"
"Hydra","ARKHANTE","ALTERNATIVE","UNCOMMON","5","A","false"
"Hydra","ARKHANTE","STANDARD","UNCOMMON","3","","false"
"Hydra","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","true"
"Ifrit","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","true"
"Ifrit","ARKHANTE","STANDARD","UNCOMMON","5","","false"
"Ifrit","ARKHANTE","STANDARD","UNCOMMON","5","","true"
"Ifrit","ARKHANTE","ALTERNATIVE","UNCOMMON","5","B","false"
"Ifrit","ARKHANTE","STANDARD","UNCOMMON","1","","true"
"Ifrit","ARKHANTE","ALTERNATIVE","UNCOMMON","5","A","false"
"Ifrit","ARKHANTE","STANDARD","UNCOMMON","1","","false"
"Ifrit","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","false"
"Ifrit","ARKHANTE","STANDARD","UNCOMMON","3","","false"
"Ifrit","ARKHANTE","ALTERNATIVE","UNCOMMON","5","C","true"
"Ifrit","ARKHANTE","STANDARD","UNCOMMON","2","","true"
"Ifrit","ARKHANTE","STANDARD","UNCOMMON","2","","false"
"Ifrit","ARKHANTE","ALTERNATIVE","UNCOMMON","5","S","false"
"Ifrit & Kassius","","","","","B","false"
"Ifrit & Kassius","N/A","N/A","N/A","N/A","B","false"
"Imari","MANTRIS","STANDARD","COMMON","1","","false"
"Imari","MANTRIS","STANDARD","COMMON","1","","true"
"Imari","MANTRIS","STANDARD","COMMON","5","","false"
"Imari","MANTRIS","STANDARD","COMMON","5","","true"
"Imari","MANTRIS","ALTERNATIVE","COMMON","5","C","false"
"Imari","MANTRIS","ALTERNATIVE","COMMON","5","C","true"
"Imari","MANTRIS","STANDARD","COMMON","2","","false"
"Imari","MANTRIS","ALTERNATIVE","COMMON","5","A","false"
"Imari","MANTRIS","ALTERNATIVE","COMMON","5","B","false"
"Isalys","RIFT","STANDARD","EXCLUSIVE","3","","false"
"Isalys","RIFT","ALTERNATIVE","MYTHIC","5","C","false"
"Isalys","RIFT","STANDARD","EXCLUSIVE","4","","false"
"Isalys","RIFT","STANDARD","EXCLUSIVE","2","","false"
"Isalys","RIFT","STANDARD","MYTHIC","1","","false"
"Isalys","RIFT","STANDARD","EXCLUSIVE","1","","false"
"Isalys","RIFT","STANDARD","EXCLUSIVE","5","","false"
"Isalys","RIFT","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Isalys","RIFT","ALTERNATIVE","MYTHIC","5","S","false"
"Isalys","RIFT","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Jack","MANTRIS","STANDARD","UNCOMMON","1","","false"
"Jack","MANTRIS","STANDARD","UNCOMMON","1","","true"
"Jack","MANTRIS","ALTERNATIVE","UNCOMMON","5","A","true"
"Jack","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","true"
"Jack","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","false"
"Jack","MANTRIS","STANDARD","UNCOMMON","5","","false"
"Jack","MANTRIS","ALTERNATIVE","UNCOMMON","5","A","false"
"Jack","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","false"
"Jack","MANTRIS","STANDARD","UNCOMMON","5","","true"
"Jack","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","true"
"Jackie","MANTRIS","STANDARD","SPECIAL_RARE","5","","false"
"Jackie","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"Jackie","MANTRIS","STANDARD","SPECIAL_RARE","1","","false"
"Jackie","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","true"
"Jackie","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Jackie","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","true"
"Jackie","MANTRIS","STANDARD","SPECIAL_RARE","1","","true"
"Jackie","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Jackie","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","S","false"
"Jackie","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Jade","MANTRIS","STANDARD","UNCOMMON","1","","false"
"Jade","MANTRIS","STANDARD","UNCOMMON","1","","true"
"Jade","MANTRIS","STANDARD","UNCOMMON","5","","false"
"Jade","MANTRIS","ALTERNATIVE","UNCOMMON","5","S","true"
"Jade","MANTRIS","ALTERNATIVE","UNCOMMON","5","B","false"
"Jade","MANTRIS","ALTERNATIVE","UNCOMMON","5","S","false"
"Jade","MANTRIS","ALTERNATIVE","UNCOMMON","5","C","false"
"Jade","MANTRIS","ALTERNATIVE","UNCOMMON","5","A","false"
"Jester","RIFT","STANDARD","ULTRA_RARE","1","","false"
"Jester","RIFT","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Jolau","RIFT","ALTERNATIVE","COMMON","5","C","false"
"Jolau","RIFT","STANDARD","COMMON","1","","false"
"Jolau","RIFT","ALTERNATIVE","COMMON","5","B","false"
"Jordi Chin","RIFT","STANDARD","SPECIAL_RARE","1","","false"
"Jordi Chin","RIFT","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Josh Sauchak","MANTRIS","STANDARD","SPECIAL_RARE","1","","false"
"Josh Sauchak","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Judith","MANTRIS","STANDARD","ULTRA_RARE","5","","false"
"Judith","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Judith","MANTRIS","STANDARD","ULTRA_RARE","1","","true"
"Judith","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","false"
"Judith","MANTRIS","STANDARD","ULTRA_RARE","5","","true"
"Judith","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","true"
"Judith","MANTRIS","STANDARD","ULTRA_RARE","1","","false"
"Judith","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","false"
"Judith","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","true"
"Judith","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","true"
"Julian","MANTRIS","STANDARD","ULTRA_RARE","1","","false"
"Julian","MANTRIS","STANDARD","ULTRA_RARE","1","","true"
"Julian","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Julian","MANTRIS","STANDARD","ULTRA_RARE","5","","false"
"Julian","MANTRIS","STANDARD","ULTRA_RARE","5","","true"
"Julian","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","S","false"
"Julian","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","false"
"Julian","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","false"
"Julian","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","true"
"Julian","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","true"
"Julian & Jade","MANTRIS","COMBO","ULTRA_RARE","5","C","false"
"Julian & Jade","MANTRIS","COMBO","ULTRA_RARE","5","C","true"
"Julian & Jade","MANTRIS","COMBO","ULTRA_RARE","5","B","false"
"Julian & Jade","MANTRIS","COMBO","ULTRA_RARE","5","A","false"
"Jün","RIFT","STANDARD","COMMON","1","","false"
"Jün","RIFT","ALTERNATIVE","COMMON","5","B","false"
"Jün","RIFT","ALTERNATIVE","COMMON","5","A","false"
"Jün","RIFT","ALTERNATIVE","COMMON","5","C","false"
"Jün & Ligtali","RIFT","COMBO","UNCOMMON","5","C","false"
"Jün & Ligtali","RIFT","COMBO","UNCOMMON","5","B","false"
"Kahi & Khennan","RIFT","STANDARD","SPECIAL_RARE","1","","false"
"Kahi & Khennan","RIFT","STANDARD","SPECIAL_RARE","1","","true"
"Kahi & Khennan","RIFT","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Kahi & Khennan","RIFT","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Kahi & Khennan","RIFT","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Kassius","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Kassius","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Kassius","ARKHANTE","STANDARD","SPECIAL_RARE","1","","true"
"Kassius","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","S","false"
"Kassius","ARKHANTE","STANDARD","SPECIAL_RARE","3","","false"
"Kassius","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","S","true"
"Kassius","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"Kassius","ARKHANTE","ALTERNATIVE","SPECIAL_RARE","5","B","true"
"Kassius","ARKHANTE","STANDARD","SPECIAL_RARE","1","","false"
"KatK","MANTRIS","STANDARD","RARE","1","","false"
"KatK","MANTRIS","STANDARD","RARE","1","","true"
"KatK","MANTRIS","ALTERNATIVE","RARE","5","C","false"
"KatK","MANTRIS","STANDARD","RARE","5","","false"
"KatK","MANTRIS","ALTERNATIVE","RARE","5","B","false"
"KatK","MANTRIS","STANDARD","RARE","5","","true"
"KatK","MANTRIS","ALTERNATIVE","RARE","5","C","true"
"KatK","MANTRIS","ALTERNATIVE","RARE","5","B","true"
"KatK","MANTRIS","STANDARD","EXCLUSIVE","3","","false"
"KatK","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","C","false"
"KatK","MANTRIS","STANDARD","EXCLUSIVE","5","","false"
"KatK","MANTRIS","STANDARD","EXCLUSIVE","2","","false"
"KatK","MANTRIS","STANDARD","EXCLUSIVE","1","","false"
"KatK","MANTRIS","STANDARD","EXCLUSIVE","4","","false"
"KatK","MANTRIS","ALTERNATIVE","RARE","5","S","false"
"KatK & Onyx","MANTRIS","COMBO","RARE","5","A","false"
"KatK & Onyx","MANTRIS","COMBO","RARE","5","B","false"
"KatK & Onyx","MANTRIS","COMBO","RARE","5","C","false"
"Keya","ARKHANTE","STANDARD","RARE","1","","true"
"Keya","ARKHANTE","STANDARD","RARE","5","","false"
"Keya","ARKHANTE","STANDARD","RARE","5","","true"
"Keya","ARKHANTE","ALTERNATIVE","RARE","5","C","false"
"Keya","ARKHANTE","STANDARD","RARE","1","","false"
"Keya","ARKHANTE","ALTERNATIVE","RARE","5","C","true"
"Keya","ARKHANTE","ALTERNATIVE","RARE","5","S","true"
"Keya","ARKHANTE","STANDARD","RARE","4","","false"
"Keya","ARKHANTE","STANDARD","RARE","2","","false"
"Keya","ARKHANTE","ALTERNATIVE","RARE","5","S","false"
"Keya","ARKHANTE","ALTERNATIVE","RARE","5","B","true"
"Keya","ARKHANTE","ALTERNATIVE","RARE","5","B","false"
"Keya","ARKHANTE","ALTERNATIVE","RARE","5","A","false"
"Keya & Lich","","","","","A","false"
"Keya & Lich","","","","","A","true"
"Keya & Lich","N/A","N/A","N/A","N/A","A","false"
"Knight","MANTRIS","STANDARD","SPECIAL_RARE","1","","true"
"Knight","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","S","false"
"Knight","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","false"
"Knight","MANTRIS","STANDARD","SPECIAL_RARE","1","","false"
"Knight","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","A","false"
"Knight","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","B","false"
"Knight","MANTRIS","ALTERNATIVE","SPECIAL_RARE","5","C","true"
"Kobold","ARKHANTE","STANDARD","EXCLUSIVE","4","","false"
"Kobold","ARKHANTE","STANDARD","COMMON","5","","true"
"Kobold","ARKHANTE","STANDARD","COMMON","1","","false"
"Kobold","ARKHANTE","STANDARD","COMMON","5","","false"
"Kobold","ARKHANTE","STANDARD","EXCLUSIVE","2","","false"
"Kobold","ARKHANTE","STANDARD","COMMON","1","","true"
"Kobold","ARKHANTE","STANDARD","EXCLUSIVE","5","","false"
"Kobold","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Kobold","ARKHANTE","ALTERNATIVE","COMMON","5","C","false"
"Kobold","ARKHANTE","STANDARD","EXCLUSIVE","3","","false"
"Kobold","ARKHANTE","STANDARD","EXCLUSIVE","5","","true"
"Kobold","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","S","false"
"Kobold","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Kobold","ARKHANTE","ALTERNATIVE","COMMON","5","S","false"
"Kobold","ARKHANTE","STANDARD","EXCLUSIVE","1","","false"
"Kobold","ARKHANTE","STANDARD","EXCLUSIVE","2","","true"
"Kobold","ARKHANTE","ALTERNATIVE","COMMON","5","B","false"
"Kobold","ARKHANTE","STANDARD","COMMON","2","","true"
"Kobold","ARKHANTE","STANDARD","COMMON","2","","false"
"Kobold","ARKHANTE","STANDARD","COMMON","4","","false"
"Kobold","ARKHANTE","STANDARD","COMMON","3","","false"
"Kobold","ARKHANTE","ALTERNATIVE","COMMON","5","A","false"
"Kobold","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","A","false"
"Kokopelli","ARKHANTE","STANDARD","COMMON","5","","false"
"Kokopelli","ARKHANTE","STANDARD","COMMON","5","","true"
"Kokopelli","ARKHANTE","STANDARD","COMMON","1","","false"
"Kokopelli","ARKHANTE","ALTERNATIVE","COMMON","5","A","true"
"Kokopelli","ARKHANTE","STANDARD","COMMON","1","","true"
"Kokopelli","ARKHANTE","ALTERNATIVE","COMMON","5","S","false"
"Kokopelli","ARKHANTE","ALTERNATIVE","COMMON","5","B","false"
"Kokopelli","ARKHANTE","ALTERNATIVE","COMMON","5","C","false"
"Kokopelli","ARKHANTE","ALTERNATIVE","COMMON","5","C","true"
"Kokopelli","ARKHANTE","STANDARD","COMMON","2","","false"
"Kokopelli","ARKHANTE","ALTERNATIVE","COMMON","5","A","false"
"Kora","MANTRIS","STANDARD","ULTRA_RARE","1","","false"
"Kora","MANTRIS","STANDARD","ULTRA_RARE","1","","true"
"Kora","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","B","false"
"Kora","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","C","false"
"Kora","MANTRIS","ALTERNATIVE","ULTRA_RARE","5","A","false"
"Kraken","ARKHANTE","STANDARD","COMMON","1","","false"
"Kraken","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Kraken","ARKHANTE","STANDARD","COMMON","5","","false"
"Kraken","ARKHANTE","STANDARD","COMMON","5","","true"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","3","","false"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","5","","false"
"Kraken","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","A","false"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","1","","true"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","2","","false"
"Kraken","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","C","true"
"Kraken","ARKHANTE","ALTERNATIVE","COMMON","5","C","false"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","1","","false"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","4","","true"
"Kraken","ARKHANTE","STANDARD","COMMON","1","","true"
"Kraken","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","4","","false"
"Kraken","ARKHANTE","ALTERNATIVE","COMMON","5","B","false"
"Kraken","ARKHANTE","ALTERNATIVE","EXCLUSIVE","5","S","false"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","5","","true"
"Kraken","ARKHANTE","STANDARD","COMMON","3","","false"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","2","","true"
"Kraken","ARKHANTE","STANDARD","COMMON","2","","true"
"Kraken","ARKHANTE","STANDARD","COMMON","4","","false"
"Kraken","ARKHANTE","STANDARD","EXCLUSIVE","3","","true"
"Kraken","ARKHANTE","ALTERNATIVE","COMMON","5","S","false"
"Kraken","ARKHANTE","ALTERNATIVE","COMMON","5","A","false"
"Kraken Exclusive Card Shard","","","","","","false"
"Kraken Exclusive Card Shard","N/A","N/A","N/A","N/A","N/A","false"
"Krukeln","RIFT","ALTERNATIVE","UNCOMMON","5","C","false"
"Krukeln","RIFT","STANDARD","UNCOMMON","1","","false"
"Krukeln","RIFT","ALTERNATIVE","UNCOMMON","5","B","false"
"Kunesh","MANTRIS","STANDARD","COMMON","1","","false"
"Kunesh","MANTRIS","STANDARD","COMMON","1","","true"
"Kunesh","MANTRIS","STANDARD","COMMON","2","","false"
"Kunesh","MANTRIS","STANDARD","COMMON","5","","false"
"Kunesh","MANTRIS","STANDARD","COMMON","5","","true"
"Kunesh","MANTRIS","ALTERNATIVE","COMMON","5","C","false"
"Kunesh","MANTRIS","ALTERNATIVE","COMMON","5","C","true"
"Kunesh","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","S","false"
"Kunesh","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","B","false"
"Kunesh","MANTRIS","STANDARD","EXCLUSIVE","2","","false"
"Kunesh","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","C","false"
"Kunesh","MANTRIS","ALTERNATIVE","EXCLUSIVE","5","A","false"
"Kunesh","MANTRIS","STANDARD","EXCLUSIVE","3","","false"
"Kunesh","MANTRIS","STANDARD","EXCLUSIVE","5","","false"
"Kunesh","MANTRIS","STANDARD","EXCLUSIVE","1","","false"
"Kunesh","MANTRIS","STANDARD","EXCLUSIVE","4","","false"
"Kunesh & Gamar","MANTRIS","COMBO","COMMON","5","A","false"
"Kunesh & Gamar","MANTRIS","COMBO","COMMON","5","C","true"
"Kunesh & Gamar","MANTRIS","COMBO","COMMON","5","C","false"
"Kunesh & Gamar","MANTRIS","COMBO","EXCLUSIVE","5","C","false"
"Kunesh & Gamar","MANTRIS","COMBO","COMMON","5","B","false"
"Kurtis","MANTRIS","STANDARD","RARE","1","","false"
"Kurtis","MANTRIS","STANDARD","RARE","1","","true"
"Kurtis","MANTRIS","ALTERNATIVE","RARE","5","B","false"
"Kurtis","MANTRIS","STANDARD","RARE","5","","false"
"Kurtis","MANTRIS","ALTERNATIVE","RARE","5","C","true"
"Kurtis","MANTRIS","ALTERNATIVE","RARE","5","A","false"
"Kurtis","MANTRIS","ALTERNATIVE","RARE","5","C","false"
"Kurtis","MANTRIS","ALTERNATIVE","RARE","5","B","true"
